CHEM_COMP_ID,SMILES
LZC,c1cc2nc(NC3CCCCC3)ccn2n1
ZIP,c1ncc2nc[nH]c2n1
ES4,c1ncc2nc[nH]c2n1
HH5,c1ncc2[nH]cnc2n1
JYM,c1nc(OCC2CCCCC2)c2nc[nH]c2n1
ATP,c1ncc2ncn([C@@H]3CCCO3)c2n1
ADP,c1ncc2ncn([C@@H]3CCCO3)c2n1
SZL,c1ncc2nc[nH]c2n1
MBP,c1ncc2[nH]cnc2n1
CMG,c1nc(OCC2CCCCC2)c2nc[nH]c2n1
N69,c1nc(OCC2CCCCC2)c2nc[nH]c2n1
207,c1cc2[nH]cnc2c(OCC2CCCCC2)n1
IM9,c1cc(-c2cnc[nH]2)nc(Nc2ccc(N3CCNCC3)cc2)n1
X03,c1n[nH]c2c1CCCC2
Z30,c1n[nH]c2c1CCCC2
Z46,c1n[nH]c2c1CCCC2
HGW,c1cncnc1
HHN,c1cncnc1
CIG,c1cnccn1
X85,c1cncc(CNc2cccc(NCCCN3CCOCC3)c2)c1
8QT,c1cncc(CNc2ncnc3[nH]cnc23)c1
HH8,c1cnc2ncccc2c1
MFR,c1cnc2[nH]cc(-c3ccncn3)c2c1
MHR,c1cnc2[nH]cc(-c3ccncn3)c2c1
D6I,c1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1
R0N,c1cnc(Nc2ccc(SC3CC3)cc2)nc1
FCQ,c1ccc(-c2ccc(CNc3ncnc4c[nH]nc34)cc2)nc1
RC8,c1ccc(-c2ccc(CNc3ncnc4[nH]cnc34)cc2)nc1
LZB,c1cnc2ccnn2c1
LZM,c1cnc2ccnn2c1
26D,c1ccncc1
HEW,c1ccncc1
HHT,c1ccccc1
1Y6,c1ccccc1
ESJ,c1ccc2sc(C3=NCCS3)nc2c1
WG8,c1ccc2nc(C3=NCCS3)ccc2c1
RFZ,c1ccc2c(c1)ncn2[C@H]1CCCO1
TBS,c1ccc2[nH]nnc2c1
LZ1,c1ccc2[nH]ncc2c1
9ZB,c1ccc2c(c1)NCCN2
AEQ,c1ccc2c(c1)CCCN2
HGH,c1ccc(Oc2ncnc3[nH]cnc23)cc1
T2A,c1ccc(Nc2ncc3cnc(-c4ccccc4)n3n2)cc1
HHB,c1ccc(Nc2ccncn2)cc1
FAP,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1
FCP,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1
U32,c1ccc(Nc2nccs2)cc1
27Z,c1ccc(Nc2nccs2)cc1
02Z,c1ccc(Nc2nccs2)cc1
3I6,c1ccc(Nc2ncccn2)cc1
6AE,c1ccc(Nc2ncccn2)cc1
CK7,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
T9N,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
16K,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
CK4,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
CK5,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
T3E,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
19K,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
FB8,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
FRT,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
P49,c1ccc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc1
ST8,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1
4SP,c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
N20,c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
N76,c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
N41,c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
55S,c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
NU5,c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
2A6,c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
6CP,c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
0BY,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
FC8,c1ccc(Nc2nc(NC3CCCCC3)nc3[nH]cnc23)cc1
23D,c1ccc(Nc2nc(NC3CCCCC3)nc3[nH]cnc23)cc1
CK8,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
CK6,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
20K,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
18K,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
FRV,c1ccc(Nc2nccc(-c3cncn3C3CC3)n2)cc1
I1P,c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1
HDY,c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1
HDT,c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1
X0A,c1ccc(Nc2ncnc(-c3ccccc3)n2)cc1
72L,c1ccc(Nc2nc(-c3cccc(-c4ccccc4)c3)c3[nH]cnc3n2)cc1
PO5,c1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1
LZ4,c1ccc(Nc2cnccn2)cc1
U55,c1ccc(Nc2ccncn2)cc1
CT7,c1ccc(Nc2ccnc3ccnn23)cc1
FBL,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
FAL,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
0BX,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
BWP,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
BYP,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
2AN,c1ccc(Nc2cccc3ccccc23)cc1
DT1,c1ccc(Nc2cc(OCC3CCCCC3)nc3ncnn23)cc1
DT5,c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1
MFQ,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1
MFP,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1
3FP,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1
QQ2,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1
PDY,c1ccc(Nc2cc(N[C@@H]3CCCNC3)nc3ccnn23)cc1
DT4,c1ccc(Nc2cc(NC3CCCCC3)nc3ncnn23)cc1
DT2,c1ccc(Nc2cc(NC3CCCCC3)nc3ncnn23)cc1
CT9,c1ccc(Nc2cc(NC3CCCCC3)nc3ccnn23)cc1
PVB,c1ccc(Nc2ncnc3[nH]cnc23)cc1
DTQ,c1ccc(Nc2ncnc3ccccc23)cc1
Z02,c1ccc(NCc2ccccn2)cc1
X6A,c1ccc(NCc2cncnc2)cc1
X63,c1ccc(NCc2cncnc2)cc1
X62,c1ccc(NCc2cncnc2)cc1
X72,c1ccc(NCc2cncnc2)cc1
X88,c1ccc(NCc2cnccn2)cc1
X86,c1ccc(NCc2cccnc2)cc1
24Z,c1ccc(NCc2cccnc2)cc1
X73,c1ccc(NCc2cccnc2)cc1
X07,c1ccc(NCc2cccnc2)cc1
X75,c1ccc(NCc2cccnc2)cc1
X69,c1ccc(NCc2cccnc2)cc1
X87,c1ccc(NCc2cccnc2)cc1
22Z,c1ccc(NCc2cccnc2)cc1
X4B,c1ccc(NCc2cccnc2)cc1
X84,c1ccc(NCc2cccnc2)cc1
X76,c1ccc(NCc2cccnc2)cc1
F18,c1ccc(N=Nc2cn[nH]c2)cc1
BLZ,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1
NNN,c1ccc(CNc2ncnc3ccnn23)cc1
RRC,c1ccc(CNc2ncnc3[nH]cnc23)cc1
OLO,c1ccc(CNc2ncnc3[nH]cnc23)cc1
NS9,c1ccc(CNc2ccnc3ccnn23)cc1
19Z,c1ccc(CNc2ccccc2)cc1
X96,c1ccc(CNc2ccccc2)cc1
XA0,c1ccc(CNc2ccccc2)cc1
X9I,c1ccc(CNc2ccccc2)cc1
X65,c1ccc(CNc2ccccc2)cc1
I73,c1ccc(CNc2cc(NCC3CCNCC3)nc3ccnn23)cc1
I74,c1ccc(CNc2cc(NCC3CCNCC3)nc3ccnn23)cc1
I17,c1ccc(CNc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1
CK9,c1ccc(CNc2ncnc3[nH]cnc23)cc1
404,c1ccc(CNc2ncnc3cn[nH]c23)cc1
SBC,c1ccc(-n2ncc3ccc4[nH]ncc4c32)cc1
JWS,c1ccc(-c2ncncn2)cc1
X06,c1ccc(-c2ncncn2)cc1
X67,c1ccc(-c2ncncn2)cc1
X01,c1ccc(-c2ncncn2)cc1
X11,c1ccc(-c2ncncn2)cc1
X66,c1ccc(-c2ncncn2)cc1
9Z2,c1ccc(-c2ncccn2)cc1
75X,c1ccc(-c2nc3ncnc(OCC4CCCCC4)c3[nH]2)cc1
G6T,c1ccc(-c2nc3ncnc(OCC4CCCCC4)c3[nH]2)cc1
SQ9,c1ccc(-c2nc3ncnc(OCC4CCCCC4)c3[nH]2)cc1
SCX,c1ccc(-c2cc(NCc3cncnc3)n3nccc3n2)cc1
3SC,c1ccc(-c2cc(NCc3ccncc3)n3nccc3n2)cc1
SC8,c1ccc(-c2cc(NCc3ccncc3)n3nccc3n2)cc1
SCF,c1ccc(-c2cc(NCc3ccncc3)n3nccc3n2)cc1
6SC,c1ccc(-c2cc(NCc3ccncc3)n3nccc3n2)cc1
2SC,c1ccc(-c2cc(NCc3cccnc3)n3nccc3n2)cc1
SCJ,c1ccc(-c2cc(NCc3cccnc3)n3nccc3n2)cc1
5SC,c1ccc(-c2cc(NCc3ccc[nH+]c3)n3nccc3n2)cc1
4QE,c1ccc(-c2nc3c(OCC4CCCCC4)ncnc3[nH]2)cc1
2WC,c1ccc(-c2nc3ncnc(OCC4CCCCC4)c3[nH]2)cc1
SCZ,c1ccc(-c2cc(NCc3cccnc3)n3ncc(C4CC4)c3n2)cc1
SCW,c1ccc(-c2cc(NCc3cncnc3)c3nccn3c2)cc1
SC9,c1ccc(-c2cn3ccnc3c(NCc3cccnc3)n2)cc1
D23,c1ccc(-c2ccc3ncncc3c2)cc1
EZR,c1ccc(-c2ccc3c(-c4nc5c(N6CCNCC6)cccc5[nH]4)n[nH]c3c2)cc1
EZV,c1ccc(-c2ccc3c(-c4nc5cccc(N6CCNCC6)c5[nH]4)n[nH]c3c2)cc1
A28,c1ccc(-c2ccc3[nH]ncc3c2)cc1
6ZK,c1ccc(-c2ccc(-c3cc(NCc4cccnc4)n4nccc4n3)cc2)cc1
SCQ,c1ccc(-c2cc(NCc3cncnc3)n3nccc3c2)cc1
A27,c1ccc(-c2cc3cn[nH]c3cc2-c2ccccc2)cc1
A07,c1ccc(-c2ccc3[nH]ncc3c2)cc1
CT8,c1ccc(-c2cc(NCc3ccncc3)[n+]3[nH]cnc3n2)cc1
CT6,c1ccc(-c2cc(NCc3ccncc3)[n+]3[nH]ccc3n2)cc1
HJK,c1ccc(-c2ncnc3[nH]cnc23)cc1
2BZ,c1ccc(-c2nc3cnnc-3nc3ccccc23)cc1
HDU,c1ccn2c(-c3ccncn3)cnc2c1
VAR,c1cnc2c(c1)c(-c1ccncn1)c1ccncn12
LZ2,c1ccc2ccccc2c1
Z19,c1ccc2[nH]ncc2c1
MFZ,c1ccc2[nH]ccc2c1
5JE,c1ccc2[nH]c(-n3ccnc3)nc2c1
9YZ,c1ccc2c(c1)NCCN2
AAK,c1ccc2c(c1)NCCN2
LIG,c1ccc2c(c1)Cc1c-2n[nH]c1-c1ccncc1
WXV,c1cc2cn[nH]c2c2nc(NC3CCNCC3)ncc12
5BP,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1
NW1,c1cc(OCC2CCCCC2)ncn1
3QS,c1cc(Nc2cc3c(ccn3C3CCCC3)cn2)nc(N2CCCCC2)n1
18Z,c1cc(NCCN2CCNCC2)cc(NCc2cncnc2)c1
Z04,c1cc(NCc2cncnc2)cc(N2CCOCC2)c1
Z14,c1cc(NCc2cncnc2)cc(N2CCCCC2)c1
T6Q,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCNCC2)c1
T3C,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCNCC2)c1
SCE,c1cc(CNc2nccn3ccnc23)ccn1
PMU,c1cc(-c2ccncn2)cc(N2CCCC2)c1
CK1,c1cc(-c2ccsc2)ncn1
CK2,c1cc(-c2cncs2)ncn1
CK3,c1cc(-c2cncs2)ncn1
BYZ,c1cn[nH]c1
PYZ,c1cn[nH]c1
1QK,c1c[nH+]cc(CNc2cc(N3CCCCC3)nc3ccnn23)c1
X19,c1[nH]nc2c1CCCC2
P48,c1cc(N2CCNCC2)ccc1Nc1ncc2c(n1)-c1[nH]ncc1CC2
TIY,O=c1ccccc2ccccc12
HGQ,O=c1cccc[nH]1
WY3,O=c1cc(CN2CCOCC2)c2ccccc2o1
6QB,O=c1cc(-c2ccnc(Nc3ccn[nH]3)n2)ccn1Cc1ccccc1
F9Z,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12
371,O=c1cc(-c2ccccc2)oc2c(N3CCCS3(=O)=O)cccc12
0S0,O=c1[nH]cccc1N=Nc1ccccc1
CDK,O=c1[nH]cc(-c2ccnc(Nc3ccccc3)n2)s1
Y8L,O=c1[nH]cc(-c2ccnc(N=C3C=CC(N4CCNCC4)=CC3)n2)s1
1CD,O=c1[nH]c2cccc3c2nc1-c1cccc2c(=O)n([nH]c12)CCN1CC[C@@H](C1)O3
D05,O=c1[nH]c(Cc2ccccc2)nc2c1cnn2-c1ccccc1
PY8,O=S1(=O)NCCCNc2ccnc(n2)Nc2cccc1c2
62K,O=C1Nc2ccccc2C1=NNc1ccccc1
LS1,O=C1Nc2ccccc2C1=CNc1ccccc1
LS5,O=C1Nc2ccccc2C1=CNc1ccccc1
LS4,O=C1Nc2ccccc2C1=CNc1ccc(S(=O)(=O)Nc2nccs2)cc1
LS2,O=C1Nc2ccc3ncsc3c2C1=NNc1ccccc1
45K,O=C1Nc2ccc3ncsc3c2C1=CNc1ccc2c(c1)CS(=O)(=O)C2
42K,O=C1Nc2ccc3[nH]nnc3c2C1=NNc1ccccc1
61K,O=C1Nc2ccc(C(=O)NCCc3c[nH]cn3)cc2C1=NNc1ccccc1
LS3,O=C1Nc2ccc(-c3cnco3)cc2C1=CNc1ccc2c(c1)CS(=O)(=O)C2
5BN,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23
60K,O=C1Nc2ccccc2C1=NNc1ccccc1
SU9,O=C1Nc2ccccc2C1=Cc1cnc[nH]1
FMD,O=C1Nc2ccccc2C1=Cc1ccc[nH]1
B49,O=C1Nc2ccccc2C1=Cc1ccc[nH]1
48K,O=C1Nc2ccccc2C1=CNc1ccccc1
INR,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O
BRY,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O
RYU,O=C1Nc2ccc(S(=O)(=O)N3CCCCC3)cc2C1=C1Cc2ccccc2N1
46K,O=C1Nc2ccc3ncsc3c2C1=CNc1ccccc1
STU,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC[C@@H]3O1
UCN,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC[C@@H]3O1
B98,O=C1NCCNc2c1sc1ccccc21
C62,O=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1
106,O=C1N=c2ccccc2=C1N=Nc1ccccc1
107,O=C1N=c2ccc3ncsc3c2=C1CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1
HMD,O=C1N=CN=C1[C@H]1CCNC(=O)C2=NC=C[C@H]21
1RO,O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1
UN4,O=C1CC[C@@H](COc2ncnc3[nH]cnc23)N1
HHQ,O=C1CC=CC=N1
HGK,O=C1CC(Oc2ccccc2)=CC=N1
RJI,O=C1CC(=O)N(c2ccccc2)C(=O)N1
X35,O=C(c1cccnc1)c1cncs1
X3A,O=C(c1cccnc1)c1cnc(Nc2ccccc2)s1
12Z,O=C(c1cccnc1)c1cnc(NC2CCCCC2)s1
Z63,O=C(c1ccncc1)c1cncs1
Z60,O=C(c1cccs1)c1cncs1
09Z,O=C(c1cccnc1)c1cncs1
X40,O=C(c1cccnc1)c1cnc(Nc2ccccc2)s1
07Z,O=C(c1cccnc1)c1cnc(Nc2ccccc2)s1
08Z,O=C(c1cccnc1)c1cnc(Nc2ccccc2)s1
50Z,O=C(c1ccccn1)c1cncs1
Z62,O=C(c1ccccc1)c1cncs1
X02,O=C(c1ccccc1)c1cncs1
X46,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
X44,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
X43,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
X64,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
04Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
25Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
X42,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
26Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
99Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
X36,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
03Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
56Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
06Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
21Z,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1
LIA,O=C(c1ccccc1)c1cnc(NC2CCNCC2)nc1
Z68,O=C(c1ccccc1)c1cnc(NC2CCCCC2)s1
628,O=C(c1ccccc1)c1ccc2nc(Nc3ccccc3)cn2c1
PM1,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1
20Z,O=C(c1ccc2ccccc2c1)c1cnc(Nc2ccccc2)s1
O1Z,O=C(c1ccc2ccccc2c1)c1cnc(NC2CCCCC2)s1
I19,O=C(c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1)N1CCCC1
Z31,O=C(c1ccc2ccccc2c1)c1cncs1
TJF,O=C(c1cccc(Nc2nccc(-c3cncs3)n2)c1)N1CCOCC1
56H,O=C(Nc1ncc(SCc2ncco2)s1)C1CCNCC1
1CK,O=C(Nc1cc[nH]n1)c1ccccc1
2PU,O=C(Nc1cc([C@@H]2CCCN2)[nH]n1)Nc1cccc2c1[C@H]1CCCN1C2=O
03K,O=C(Nc1cc(C2CC2)[nH]n1)c1ccccc1
4CK,O=C(Nc1cc(C2CC2)[nH]n1)c1ccccc1
7YG,O=C(Nc1cccnc1)c1cncc(-c2ccccc2)n1
1PU,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O
LZ7,O=C(Nc1ccccc1)c1cc[nH]n1
LZ5,O=C(Nc1ccccc1)c1cc[nH]n1
LZ3,O=C(Nc1ccccc1)c1n[nH]c2ccccc12
X6B,O=C(Nc1ccccc1)c1cnc(Nc2ccccc2)s1
Z67,O=C(Nc1ccccc1)c1cnc(Nc2ccccc2)s1
Z71,O=C(Nc1ccccc1)c1cnc(Nc2ccccc2)s1
HHW,O=C(Nc1ccccc1)c1ccccc1
D42,O=C(Nc1cccc2c1C(=O)c1c-2n[nH]c1-c1cncs1)NN1CCNCC1
LQ5,O=C(Nc1ccc(CN2CCNCC2)cc1)Nc1ccc(Oc2ccncn2)cc1
N5B,O=C(Nc1cc(C2CC2)n[nH]1)c1ccccc1
LZ8,O=C(Nc1c[nH]nc1C(=O)Nc1ccccc1)c1ccccc1
LZ9,O=C(Nc1c[nH]nc1C(=O)Nc1ccccc1)c1ccccc1
LZE,O=C(Nc1c[nH]nc1C(=O)NC1CCNCC1)c1ccccc1
LZA,O=C(Nc1c[nH]nc1C(=O)NC1CCNCC1)c1ccccc1
LZD,O=C(Nc1c[nH]nc1C(=O)N[C@H]1CCCNC1)c1ccccc1
L0F,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1
ZXC,O=C(Nc1ncnc2[nH]cnc12)c1cccs1
X14,O=C(NCc1ccccc1)c1[nH]nc2c1CCCC2
2KD,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1
1N3,O=C(NCCCNc1ccnc2[nH]c(-c3ccccc3)nc12)C1CC1
514,O=C(N=C1N=NC2=C1C=[NH+]C2)c1ccccc1
U73,O=C(Cc1cccnc1)N=c1[nH]ccs1
1YG,O=C(Cc1ccccc1)Nc1ncc(SCc2ncco2)s1
EFQ,O=C(Cc1ccccc1)Nc1cn(C2CCC2)cn1
EFP,O=C(Cc1ccccc1)Nc1cn(C2CCC2)cn1
09K,O=C(Cc1ccccc1)Nc1cc(C2CC2)n[nH]1
11K,O=C(Cc1ccc(OCCN2CCCC2)cc1)Nc1cc(C2CC2)[nH]n1
529,O=C(Cc1ccc(N2CCNC2=O)cc1)N=C1C=C(C2CC2)N=N1
740,O=C(Cc1ccc(N2CCCCC2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
10K,O=C(Cc1ccc(-c2cccs2)cc1)Nc1cc(C2CC2)n[nH]1
292,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1
D31,O=C(CN1CCCCC1)Nc1cccc2c1C(=O)c1c-2n[nH]c1C1CCCCC1
889,O=C(C1CCNCC1)N1Cc2cn[nH]c2C1
T7Z,N=c1[nH]cc(-c2ccnc(Nc3cccc(S(=O)(=O)N4CCOCC4)c3)n2)s1
6AF,N=[S@@](=O)(c1ccc(Nc2ncccn2)cc1)C1CC1
C53,N=C1NC(=O)C(=Cc2ccccn2)S1
C94,N=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1
C95,N=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1
C96,N=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1
C75,N=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1
C85,N=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1
MTW,C1=NC(=Nc2ccccc2)N=C(c2cccc(Cn3cncn3)c2)C1
MTZ,C1=NC(=Nc2ccc(N3CCOCC3)cc2)N=C(c2cncs2)C1
X1N,C1=CCC(=Nc2ncc3c(n2)-c2scnc2CC3)C=C1
3TI,C(=Nc1ccccc1)c1cccc2ccccc12
